name,merchant_id,avg_processed,GMV_all,avg_active_days,total_lost_n_damaged,avg_returned,avg_24,avg_24_48,avg_48,max_processed_date,order_post_30,is_churn,total_complain,max_created_at,solved_at,delta
ARB Closet,11123,29,45392,15,0,0,5,0,0,2022-04-29,29,0,1,2022-04-29,2022-04-29,0
POSH,15531,2,843,2,0,0,0,0,0,2022-04-28,25,0,2,2022-04-27,2022-04-29,2
Sharabir.com,35482,592,1135889,26,1,15,213,23,6,2022-04-30,427,0,10,2022-04-29,2022-04-29,0
Mihis Gloria,6697,32,33248,16,0,0,24,2,0,2022-04-30,47,0,2,2022-04-29,2022-04-29,0
Cover Section,5740,715,366837,22,1,19,440,45,17,2022-04-28,410,0,10,2022-04-26,2022-04-29,3
RISE (Standard Group),3414,93,161996,11,0,8,32,3,2,2022-04-30,16,0,1,2022-04-29,2022-04-29,0
shopping Zone 360,49002,40,42773,15,0,0,25,2,1,2022-04-30,17,0,4,2022-04-29,2022-04-29,0
CLOSET,6845,21,46235,10,0,0,11,1,0,2022-04-27,12,0,6,2022-04-28,2022-04-29,1
Minha Fashion,6747,260,224322,28,0,33,0,0,0,2022-04-29,279,0,2,2022-04-29,2022-04-29,0
Nowshin's,8067,4,4857,3,0,0,2,0,0,2022-04-22,2,0,0,2022-04-29,2022-04-29,0
MS Online Shop (Mahi),23284,33,30983,10,0,0,23,1,1,2022-04-30,20,0,1,2022-04-29,2022-04-29,0
Pantofar,38822,6,4333,4,0,0,1,1,0,2022-04-28,5,0,13,2022-04-29,2022-04-29,0
Dearly Beloved,15504,595,462219,27,0,14,464,58,22,2022-04-30,284,0,8,2022-04-29,2022-04-29,0
Mellow Goodies,5615,19,8783,13,0,1,0,0,0,2022-04-28,13,0,2,2022-04-29,2022-04-29,0
Rulmaker Shirts,5977,107,260067,25,0,4,65,9,4,2022-04-30,52,0,3,2022-04-29,2022-04-29,0
TweenBaby.com,13631,88,109098,27,0,1,40,2,0,2022-04-29,39,0,4,2022-04-29,2022-04-29,0
Six Zero Nine,53960,154,215226,25,0,5,52,55,25,2022-04-29,100,0,11,2022-04-29,2022-04-29,0
Nine Ten BD,24367,42,54065,5,0,0,34,2,0,2022-04-26,4,0,2,2022-04-29,2022-04-29,0
The Clove,59580,35,10520,10,0,1,13,3,1,2022-04-29,3,0,3,2022-04-29,2022-04-29,0
Kidmatic,5355,2,125,2,0,0,2,0,0,2022-04-29,0,1,1,2022-04-29,2022-04-29,0
epick,55119,14,10395,9,0,0,0,0,0,2022-04-28,12,0,2,2022-04-29,2022-04-29,0
Farhana's Attractive Gallery,10294,12,3632,9,0,0,8,3,0,2022-04-29,6,0,0,2022-04-29,2022-04-29,0
Karupalok,56635,11,42486,8,0,1,0,0,0,2022-04-23,0,1,2,2022-04-27,2022-04-29,2
Fiona,47696,6,2080,5,0,0,3,0,0,2022-04-27,8,0,2,2022-04-29,2022-04-29,0
Shop Any BD,56690,3,2800,2,0,0,1,0,0,2022-04-27,0,1,1,2022-04-29,2022-04-29,0
Seven Colors fashion BD,30911,5,5510,5,0,0,1,0,0,2022-04-26,0,1,1,2022-04-29,2022-04-29,0
Taher Store,17081,66,93908,14,0,2,8,4,1,2022-04-29,29,0,2,2022-04-29,2022-04-29,0
Authentic Beauty-MART,13597,380,379874,16,0,24,143,23,13,2022-04-30,220,0,1,2022-04-29,2022-04-29,0
WHITE Stones,36886,9,3403,6,0,0,6,1,1,2022-04-29,3,0,0,2022-04-29,2022-04-29,0
Anghina Design,33640,5,3680,3,0,1,1,0,0,2022-04-29,0,1,2,2022-04-29,2022-04-29,0
KK Fashion,45306,3,652,2,0,0,0,0,0,2022-04-29,0,1,7,2022-04-29,2022-04-29,0
TASA Online Shop,4396,2,860,1,0,1,2,0,0,2022-04-30,1,0,0,2022-04-29,2022-04-29,0
Cosmetic Family,63501,9,3290,3,0,1,2,1,1,2022-04-27,13,0,2,2022-04-28,2022-04-29,1
DORKAR INDUSTRIES LIMITED,59877,2,675,2,0,0,1,0,0,2022-04-28,3,0,2,2022-04-29,2022-04-29,0
Quraishys,7145,2,405,1,0,0,1,0,0,2022-04-29,0,1,2,2022-04-29,2022-04-29,0
Floosy,61351,19,15250,7,0,0,10,2,0,2022-04-28,73,0,0,2022-04-29,2022-04-29,0
Accessories And Dresses,47088,2,570,2,0,0,0,0,0,2022-04-29,1,0,1,2022-04-29,2022-04-29,0
Mehendi Artwork's By Mou,44306,2,940,2,0,0,1,0,0,2022-04-29,3,0,1,2022-04-29,2022-04-29,0
Glam Life,24038,2,238,2,0,1,1,0,0,2022-04-17,0,1,0,2022-04-29,2022-04-29,0
Samia Craft,33816,1,500,1,0,0,0,0,0,2022-04-20,0,1,0,2022-04-29,2022-04-29,0
Panafs Store,10244,3,4565,3,0,0,2,0,0,2022-04-30,1,0,1,2022-04-29,2022-04-29,0
Blue Hat,61700,2,650,2,0,0,0,0,0,2022-04-26,2,0,1,2022-04-29,2022-04-29,0
Raiment,5308,3,6208,2,0,0,1,0,0,2022-04-28,1,0,1,2022-04-29,2022-04-29,0
Baby's Clothing Box,62192,13,11020,7,0,0,3,2,0,2022-04-26,1,0,4,2022-04-29,2022-04-29,0
Gadget & Gear Limited,15091,139,458395,23,0,6,18,1,1,2022-04-29,55,0,5,2022-04-29,2022-04-30,1
PaikariGhor,799,6160,4566182,25,0,358,1999,261,97,2022-04-30,9873,0,7,2022-04-28,2022-04-30,2
Beni Boonon,11180,125,210796,16,0,3,69,5,1,2022-04-30,144,0,5,2022-04-30,2022-04-30,0
Perfecto,4114,2857,2788336,26,0,54,2276,220,61,2022-04-30,2230,0,16,2022-04-30,2022-04-30,0
Beauty Products BD Outside Dhaka,9293,1306,1082316,26,0,10,43,4,1,2022-04-27,1030,0,36,2022-04-30,2022-04-30,0
Easy Get,27810,1439,1781915,30,0,95,584,92,29,2022-04-30,804,0,5,2022-04-30,2022-04-30,0
AKZ 2.0,41423,236,382685,27,0,4,172,17,4,2022-04-30,165,0,1,2022-04-29,2022-04-30,1
Fashiona,58858,109,84757,14,0,6,50,9,3,2022-04-30,195,0,5,2022-04-30,2022-04-30,0
Tonni Collection,10878,104,110537,26,0,2,56,3,2,2022-04-30,11,0,11,2022-04-28,2022-04-30,2
GlamDust,870,2423,2762803,26,0,91,1459,193,60,2022-04-30,1281,0,6,2022-04-29,2022-04-30,1
Dola nokshi ghor,6520,447,816316,26,0,16,181,25,6,2022-04-29,333,0,3,2022-04-30,2022-04-30,0
Women's fashion,4820,867,1896316,26,0,80,77,10,12,2022-04-30,1386,0,25,2022-04-25,2022-04-30,5
Dreamteezbd,51978,46,31100,20,0,1,19,2,1,2022-04-29,16,0,3,2022-04-29,2022-04-30,1
LL Fashion,15291,174,450772,24,0,5,122,14,7,2022-04-30,133,0,9,2022-04-30,2022-04-30,0
KAARUU,9789,46,109948,17,0,1,17,2,0,2022-04-28,13,0,1,2022-04-30,2022-04-30,0
groundist,35605,61,54243,12,0,2,29,3,0,2022-04-30,6,0,3,2022-04-30,2022-04-30,0
Shopnochura,875,133,366503,16,0,3,39,4,0,2022-04-28,300,0,1,2022-04-26,2022-04-30,4
HAVEit360.com,10381,312,292521,29,0,7,139,40,8,2022-04-29,286,0,14,2022-04-27,2022-04-30,3
ORPONBD.COM,893,118,185577,25,0,2,3,1,0,2022-04-28,138,0,8,2022-04-30,2022-04-30,0
Reliance,28684,2664,5496115,26,0,124,553,80,38,2022-04-28,1283,0,50,2022-04-30,2022-04-30,0
Scarlett,40018,167,304876,22,0,7,7,1,1,2022-04-30,113,0,3,2022-04-27,2022-04-30,3
Bra Museum,56121,74,62776,18,0,7,23,7,2,2022-04-30,60,0,5,2022-04-28,2022-04-30,2
Collections to Closet (C2C),628,48,38960,5,0,1,34,7,2,2022-04-30,43,0,1,2022-04-24,2022-04-30,6
Hafsa Collection's,28148,1721,1172655,18,1,269,413,64,57,2022-04-29,1519,0,10,2022-04-29,2022-04-30,1
Rainbow Home Decor,24870,71,63753,19,0,3,25,4,2,2022-04-26,25,0,1,2022-04-22,2022-04-30,8
Outdoors BD,34898,29,26343,14,0,1,18,1,1,2022-04-29,33,0,5,2022-04-29,2022-04-30,1
Pink Bene,59325,45,44777,11,0,4,7,2,0,2022-04-29,4,0,15,2022-04-29,2022-04-30,1
Online Priyo Shop,59473,56,63760,23,0,5,4,0,0,2022-04-29,117,0,16,2022-04-29,2022-04-30,1
Queen Fashion,3899,20,26695,14,0,0,9,3,0,2022-04-28,21,0,3,2022-04-27,2022-04-30,3
TaniG store 2,54297,148,271477,22,0,2,97,10,1,2022-04-30,17,0,3,2022-04-30,2022-04-30,0
Glorious Goods,44298,12,12057,5,0,0,2,1,0,2022-04-29,2,0,6,2022-04-30,2022-04-30,0
VELVET KIDZ,12770,223,222897,30,0,5,135,12,4,2022-04-30,190,0,2,2022-04-30,2022-04-30,0
Warfaze Official Merchandise,27546,16,6363,7,0,1,9,1,0,2022-04-23,7,0,1,2022-04-28,2022-04-30,2
Classic Fashion,14881,18,18571,9,0,3,8,1,0,2022-04-29,9,0,8,2022-04-30,2022-04-30,0
Men's Bd,14294,178,150028,26,0,4,140,9,1,2022-04-30,149,0,5,2022-04-28,2022-04-30,2
Golden wings,10618,72,104243,14,0,4,29,3,1,2022-04-29,71,0,1,2022-04-29,2022-04-30,1
Cover,725,215,408448,24,0,6,113,13,4,2022-04-30,149,0,2,2022-04-30,2022-04-30,0
Quickkartt.com,38151,130,142292,15,0,16,20,5,3,2022-04-29,212,0,2,2022-04-27,2022-04-30,3
KIDDOSTAR,7316,564,531890,27,0,9,320,36,7,2022-04-29,320,0,15,2022-04-30,2022-04-30,0
Meher's Collection,5757,7,4008,5,0,0,1,2,0,2022-04-27,2,0,1,2022-04-29,2022-04-30,1
Badhoni,952,42,67184,16,0,1,21,2,0,2022-04-29,13,0,3,2022-04-30,2022-04-30,0
Nobabi Fashion,36102,230,313578,25,0,6,160,12,3,2022-04-30,150,0,9,2022-04-30,2022-04-30,0
Lady Choice,48561,152,102598,25,0,10,68,12,6,2022-04-30,80,0,3,2022-04-29,2022-04-30,1
Tori,5296,24,30865,14,0,1,8,1,1,2022-04-30,21,0,10,2022-04-30,2022-04-30,0
SmartyNerdy,14123,36,50081,16,0,0,1,0,0,2022-04-29,29,0,4,2022-04-29,2022-04-30,1
Cover Yourself,34484,40,60587,13,0,1,0,0,2,2022-04-28,36,0,6,2022-04-30,2022-04-30,0
Amar Bahok,33748,423,494764,25,0,14,26,4,2,2022-04-29,133,0,3,2022-04-29,2022-04-30,1
Kidz & Konna,56034,231,381320,24,0,6,8,2,0,2022-04-30,121,0,21,2022-04-29,2022-04-30,1
CityBrand,36651,50,37943,20,0,10,9,4,2,2022-04-30,147,0,5,2022-04-29,2022-04-30,1
Rup singer shop,36064,118,151407,21,0,3,63,11,2,2022-04-29,79,0,4,2022-04-30,2022-04-30,0
GLOW STICKS ZONE BD,11594,226,103434,16,3,28,140,30,17,2022-04-29,8,0,2,2022-04-27,2022-04-30,3
Al-Zahra,30181,57,42955,19,0,1,13,1,1,2022-04-29,67,0,13,2022-04-30,2022-04-30,0
Batikrom,16278,24,1978,14,0,0,21,0,0,2022-04-27,11,0,1,2022-04-28,2022-04-30,2
Top Wear,30241,121,103485,26,0,5,6,1,0,2022-04-29,81,0,8,2022-04-30,2022-04-30,0
Prionty boutiques,6168,154,493123,24,0,7,37,16,4,2022-04-29,87,0,18,2022-04-28,2022-04-30,2
Suhas Creation,20600,46,140740,18,0,1,0,12,20,2022-04-28,61,0,2,2022-04-30,2022-04-30,0
Ray Collection,54981,7,26737,5,0,0,5,1,0,2022-04-24,6,0,2,2022-04-30,2022-04-30,0
Arekta Gadget Shop,43345,15,8740,9,0,0,8,0,0,2022-04-29,31,0,2,2022-04-28,2022-04-30,2
Matching Touch,6309,274,297938,25,0,6,58,15,5,2022-04-29,195,0,3,2022-04-29,2022-04-30,1
Glamorous Designer (Active),5756,74,323292,13,0,1,0,1,1,2022-04-29,22,0,1,2022-04-27,2022-04-30,3
Mim's Fashion,14797,80,99997,23,0,3,46,5,2,2022-04-30,45,0,18,2022-04-29,2022-04-30,1
Sweet Ledy,7228,386,343911,24,0,9,243,27,8,2022-04-30,122,0,7,2022-04-29,2022-04-30,1
Danpitee Shop,35881,206,164990,24,0,3,177,14,5,2022-04-30,116,0,5,2022-04-27,2022-04-30,3
Girls n Curls,8300,93,127483,24,0,4,52,6,3,2022-04-30,70,0,4,2022-04-30,2022-04-30,0
Girlana,41670,617,816460,29,0,18,328,37,13,2022-04-30,233,0,3,2022-04-30,2022-04-30,0
Bd elite center,50706,44,58977,18,0,5,19,6,3,2022-04-28,55,0,7,2022-04-29,2022-04-30,1
Sellet,14575,52,52715,10,0,2,29,3,2,2022-04-29,24,0,1,2022-04-30,2022-04-30,0
Organic Shop V,54003,51,99553,20,0,3,17,5,0,2022-04-26,7,0,3,2022-04-28,2022-04-30,2
Leado,5268,170,154635,18,0,12,85,10,7,2022-04-30,232,0,5,2022-04-30,2022-04-30,0
Taqdeer,915,307,657305,12,0,10,136,16,9,2022-04-30,367,0,2,2022-04-30,2022-04-30,0
RoboticsBD,5644,144,309610,29,0,1,130,12,1,2022-04-30,151,0,0,2022-04-30,2022-04-30,0
Uique Collection Wholesale,28323,159,212977,18,0,3,49,2,1,2022-04-30,119,0,5,2022-04-30,2022-04-30,0
Multi Fashion,23655,115,83107,23,0,5,74,11,5,2022-04-30,69,0,4,2022-04-30,2022-04-30,0
shuma's fashion gallery,18905,56,60703,12,0,1,39,5,2,2022-04-28,17,0,9,2022-04-25,2022-04-30,5
Valorous Entrepot,14503,34,9305,12,0,0,25,2,0,2022-04-27,15,0,2,2022-04-29,2022-04-30,1
WATCH LEGION BD,33771,278,634204,27,0,9,192,22,5,2022-04-30,17,0,9,2022-04-29,2022-04-30,1
Taupe Notch,30467,83,262357,23,0,0,35,11,3,2022-04-29,79,0,1,2022-04-27,2022-04-30,3
Beauty Buzz,5833,242,561215,28,0,4,138,19,3,2022-04-28,43,0,7,2022-04-29,2022-04-30,1
Bella Ropa,30762,68,70962,19,0,2,35,5,0,2022-04-28,5,0,28,2022-04-30,2022-04-30,0
Mayra,9023,101,204191,13,0,1,79,7,1,2022-04-30,184,0,6,2022-04-29,2022-04-30,1
Roll Fashion,25514,92,70788,26,0,6,53,7,3,2022-04-30,51,0,5,2022-04-29,2022-04-30,1
Rberry,3875,58,78167,15,0,4,2,0,0,2022-04-30,30,0,1,2022-04-25,2022-04-30,5
India Shopping BD,2488,88,169013,12,0,0,46,10,2,2022-04-30,36,0,5,2022-04-27,2022-04-30,3
Makeup Chari,31261,354,335812,27,0,13,165,16,5,2022-04-30,302,0,12,2022-04-28,2022-04-30,2
Style Stone Store,19690,88,209297,22,0,4,44,8,1,2022-04-30,57,0,1,2022-04-30,2022-04-30,0
Mamma's Comfort,8991,20,27197,8,0,0,13,2,0,2022-04-29,5,0,3,2022-04-27,2022-04-30,3
NILA's Shopping Zone,4729,24,64542,14,0,1,5,1,0,2022-04-28,0,1,6,2022-04-30,2022-04-30,0
TJ Shop BD,960,100,53819,15,0,2,83,7,1,2022-04-30,186,0,3,2022-04-28,2022-04-30,2
Anondi gallery,6991,53,246925,14,0,2,44,4,2,2022-04-26,8,0,3,2022-04-26,2022-04-30,4
Tani G,49500,30,52268,12,0,0,21,1,0,2022-04-30,89,0,7,2022-04-30,2022-04-30,0
Books Feri,14892,108,60882,18,0,2,78,6,3,2022-04-30,103,0,1,2022-04-30,2022-04-30,0
Aggrandize,23440,106,217690,22,0,0,66,7,0,2022-04-30,21,0,10,2022-04-30,2022-04-30,0
Western Ladies Zone,31503,41,37707,14,0,1,3,5,22,2022-04-29,43,0,5,2022-04-30,2022-04-30,0
SHOILIPONA,51670,4,1053,4,0,0,1,1,0,2022-04-27,0,1,1,2022-04-29,2022-04-30,1
GYM SUPPLEMENTS U.S,27891,46,3802,23,0,0,27,0,0,2022-04-30,29,0,4,2022-04-27,2022-04-30,3
Ladies Dress House,6058,197,161962,24,0,1,122,15,2,2022-04-30,79,0,2,2022-04-29,2022-04-30,1
ASOS Unique,6987,156,191538,29,0,3,8,1,0,2022-04-29,58,0,4,2022-04-29,2022-04-30,1
E Products Point,32327,156,202250,26,0,51,16,7,9,2022-04-29,58,0,2,2022-04-27,2022-04-30,3
Desire your Islamic lifestyle,7858,78,215900,22,0,2,53,3,0,2022-04-29,51,0,4,2022-04-29,2022-04-30,1
TechnoMartBD,26192,44,26607,18,0,1,24,2,1,2022-04-30,65,0,1,2022-04-30,2022-04-30,0
ETHNIC HERITAGE,12633,51,207142,16,0,1,37,5,1,2022-04-29,19,0,2,2022-04-30,2022-04-30,0
BESUMAR,23235,104,197940,19,0,1,73,6,0,2022-04-30,59,0,2,2022-04-29,2022-04-30,1
Brush Story,12376,20,54700,10,0,0,16,1,0,2022-04-30,8,0,3,2022-04-28,2022-04-30,2
Art & Fashion,19022,67,62700,18,0,1,44,7,2,2022-04-30,129,0,11,2022-04-29,2022-04-30,1
Jahan's Edit,22813,117,561295,21,0,2,76,19,2,2022-04-26,48,0,6,2022-04-27,2022-04-30,3
M S International,28854,47,118429,20,0,2,30,2,0,2022-04-28,48,0,4,2022-04-27,2022-04-30,3
Prantika Fashion,3742,26,34200,12,0,1,15,2,0,2022-04-28,18,0,1,2022-04-28,2022-04-30,2
Blu Fashion BD,643,207,134657,30,0,4,115,11,3,2022-04-30,185,0,4,2022-04-28,2022-04-30,2
ShilaStyle,37977,85,117837,16,0,2,31,4,1,2022-04-30,36,0,7,2022-04-30,2022-04-30,0
OCICAT,53357,79,144450,21,0,0,45,22,2,2022-04-29,77,0,1,2022-04-28,2022-04-30,2
Loyal Ovijatri,9083,17,17857,11,0,0,10,3,0,2022-04-30,14,0,5,2022-04-30,2022-04-30,0
SKS Closet,62528,8,32320,4,0,1,3,0,0,2022-04-27,2,0,1,2022-04-28,2022-04-30,2
Ambicioz Group,35616,2,433,2,0,0,1,2,0,2022-04-28,2,0,3,2022-04-28,2022-04-30,2
DREAM BOX BY DHARITREE,12625,8,5418,4,0,0,2,0,1,2022-04-30,2,0,3,2022-04-30,2022-04-30,0
shopner shaj,6265,52,45547,23,0,0,37,3,1,2022-04-29,30,0,2,2022-04-26,2022-04-30,4
RARO TECH,7575,173,229254,28,1,5,100,11,3,2022-04-29,165,0,4,2022-04-29,2022-04-30,1
Rong Shomaroho,39771,7,2413,4,0,1,5,1,0,2022-04-28,0,1,2,2022-04-27,2022-04-30,3
Stygen,647,163,264151,29,0,12,60,7,5,2022-04-29,189,0,4,2022-04-30,2022-04-30,0
Wears Zone,4844,64,168507,16,0,9,9,2,1,2022-04-30,30,0,7,2022-04-30,2022-04-30,0
eMart-Bangladesh,10143,94,159802,23,0,2,52,3,1,2022-04-30,103,0,4,2022-04-30,2022-04-30,0
priyonti,5795,41,36395,17,0,1,35,2,0,2022-04-30,18,0,3,2022-04-29,2022-04-30,1
RAGEN,29280,40,54300,19,0,3,21,3,0,2022-04-30,25,0,2,2022-04-30,2022-04-30,0
Pathak Shamabesh,20437,52,51101,23,0,1,37,3,1,2022-04-28,23,0,2,2022-04-30,2022-04-30,0
Women's Bd,18532,62,50442,19,0,2,41,4,0,2022-04-30,23,0,0,2022-04-30,2022-04-30,0
Shopaholic Girlz,22916,2,1013,2,0,0,1,0,1,2022-04-29,0,1,1,2022-04-30,2022-04-30,0
ONE POINT BD,51433,98,65740,16,0,14,45,4,3,2022-04-28,92,0,3,2022-04-29,2022-04-30,1
AZ Midway shop,10539,40,81785,18,0,2,0,0,0,2022-04-29,146,0,3,2022-04-29,2022-04-30,1
BD Frame Gallery,53433,3,3660,2,0,0,0,0,0,2022-04-27,0,1,1,2022-04-29,2022-04-30,1
Empireable,39887,15,7950,8,0,0,5,0,0,2022-04-26,36,0,3,2022-04-30,2022-04-30,0
LifeStyle Gadget,61589,40,35150,15,0,4,4,2,0,2022-04-29,38,0,17,2022-04-30,2022-04-30,0
Tiru's vanity,45383,8,3803,4,0,0,5,0,0,2022-04-28,5,0,0,2022-04-30,2022-04-30,0
Elizo Shop Corner,3759,4,490,3,0,0,1,0,0,2022-04-28,8,0,1,2022-04-29,2022-04-30,1
Paper n Pastel,36364,102,50022,22,0,1,79,5,1,2022-04-28,81,0,2,2022-04-26,2022-04-30,4
NabiAan'S Handy Mandy,5665,5,3185,3,0,0,4,0,1,2022-04-29,9,0,2,2022-04-29,2022-04-30,1
Technofonyy,13515,86,35739,18,0,2,56,8,1,2022-04-30,57,0,1,2022-04-30,2022-04-30,0
Arshiyan,35145,24,7895,9,0,0,8,2,0,2022-04-29,5,0,1,2022-04-29,2022-04-30,1
Traditional exclusive grandiose wears,42677,28,54957,11,0,1,14,2,1,2022-04-29,4,0,3,2022-04-29,2022-04-30,1
Odheek,5583,26,15260,5,0,6,9,3,0,2022-04-28,2,0,2,2022-04-27,2022-04-30,3
Greeny Fashion,29383,25,25269,13,0,0,7,0,0,2022-04-30,6,0,2,2022-04-30,2022-04-30,0
Shotho Rong Boutic,739,943,1423165,29,0,30,435,51,24,2022-04-30,1031,0,6,2022-04-30,2022-04-30,0
Godhuli,7995,117,113012,24,0,6,81,8,2,2022-04-30,65,0,5,2022-04-29,2022-04-30,1
usmart.com.bd,5979,29,34940,13,0,1,0,0,0,2022-04-29,14,0,3,2022-04-29,2022-04-30,1
Mart By Maria,3471,99,229095,12,0,0,54,10,3,2022-04-28,97,0,5,2022-04-27,2022-04-30,3
Mommy & Baby Mart,61711,46,35050,20,0,0,26,1,1,2022-04-28,6,0,3,2022-04-28,2022-04-30,2
Girls Cloud,11000,17,35149,7,0,0,7,0,0,2022-04-28,1,0,3,2022-04-29,2022-04-30,1
Get Arabian,48519,3,1416,2,0,1,2,0,0,2022-04-26,0,1,1,2022-04-28,2022-04-30,2
Shoroti By Sadia,29269,6,7159,4,0,1,2,0,0,2022-04-30,35,0,3,2022-04-29,2022-04-30,1
Siraj Tech,47248,32,52535,10,0,0,10,1,0,2022-04-28,0,1,6,2022-04-30,2022-04-30,0
GOGO Gorgeous,37006,67,198451,15,0,0,37,2,1,2022-04-30,41,0,3,2022-04-29,2022-04-30,1
Saara online shop,54373,15,20180,12,0,2,2,2,1,2022-04-26,1,0,4,2022-04-30,2022-04-30,0
Mother's Kiss,10617,58,94117,23,0,1,36,4,1,2022-04-30,11,0,1,2022-04-30,2022-04-30,0
Rollers Republic,50721,94,54315,27,0,2,81,6,1,2022-04-30,62,0,5,2022-04-30,2022-04-30,0
iDealEzone.com,43936,11,4447,8,0,0,9,1,0,2022-04-30,15,0,3,2022-04-30,2022-04-30,0
bookshop.com,5713,72,116147,25,0,0,66,2,1,2022-04-30,85,0,2,2022-04-30,2022-04-30,0
Noir,19180,23,31673,11,0,1,15,1,0,2022-04-29,7,0,1,2022-04-30,2022-04-30,0
Deshi Bunon,44429,5,8293,3,0,0,2,0,0,2022-04-29,4,0,4,2022-04-29,2022-04-30,1
Block4,63819,5,3406,3,0,0,3,0,0,2022-04-30,7,0,3,2022-04-30,2022-04-30,0
Chardike.com,5827,628,1207086,26,0,7,350,22,8,2022-04-30,557,0,6,2022-04-29,2022-04-30,1
Izza's Beauty collection,6231,27,29594,12,0,1,19,3,1,2022-04-29,106,0,1,2022-04-30,2022-04-30,0
miki pet store,8313,202,227552,16,0,5,96,37,4,2022-04-29,130,0,2,2022-04-24,2022-04-30,6
NilL's Closet,32266,126,193486,20,0,2,68,12,3,2022-04-29,81,0,1,2022-04-28,2022-04-30,2
Nikkon Exclusive,35349,131,120465,19,0,3,75,9,3,2022-04-28,31,0,1,2022-04-29,2022-04-30,1
Ecstasy Limited,47457,662,1396769,29,0,61,181,21,9,2022-04-30,533,0,12,2022-04-29,2022-04-30,1
AbRu FashioN,5804,231,823530,25,0,12,44,5,2,2022-04-30,172,0,1,2022-04-30,2022-04-30,0
MRIIDU,39824,23,30255,7,0,0,6,3,2,2022-04-28,22,0,3,2022-04-30,2022-04-30,0
Snazzy Floret,3799,131,287089,23,0,0,93,9,4,2022-04-30,16,0,2,2022-04-29,2022-04-30,1
Dolls Shopping,6124,558,679439,22,0,20,275,32,8,2022-04-30,634,0,2,2022-04-27,2022-04-30,3
Heaven touch.com,62135,58,112310,18,0,0,5,1,1,2022-04-29,77,0,3,2022-04-30,2022-04-30,0
Colors Hill,31415,324,313082,29,0,1,211,14,2,2022-04-28,361,0,9,2022-04-26,2022-04-30,4
eShoes.com.bd,27189,17,28205,6,0,1,6,1,0,2022-04-30,8,0,1,2022-04-25,2022-04-30,5
Khaadi,5393,197,368948,14,0,3,97,16,4,2022-04-29,245,0,3,2022-04-27,2022-04-30,3
www.toyomoy.com,38191,10,10373,4,0,0,5,0,0,2022-04-25,17,0,1,2022-04-29,2022-04-30,1
Delightful Foxy,38747,361,208301,26,0,10,6,0,0,2022-04-30,207,0,3,2022-04-29,2022-04-30,1
ALPHA MART,40414,55,6962,10,0,0,20,2,0,2022-04-29,4,0,1,2022-04-28,2022-04-30,2
Pastel,20518,80,440648,8,0,1,60,13,2,2022-04-29,4,0,2,2022-04-28,2022-04-30,2
NAWAB Clothing,47890,102,70601,20,0,11,59,15,7,2022-04-30,26,0,9,2022-04-29,2022-04-30,1
BP&FZ,37079,62,75641,13,0,4,28,7,1,2022-04-28,140,0,1,2022-04-24,2022-04-30,6
Elegant Collections,28481,5,12547,4,0,0,2,0,0,2022-04-30,2,0,1,2022-04-30,2022-04-30,0
M A R I A Ms,38897,30,33373,9,0,0,21,3,0,2022-04-30,18,0,1,2022-04-28,2022-04-30,2
Swanky Stylehub,6407,58,63164,18,0,2,30,3,1,2022-04-29,38,0,1,2022-04-29,2022-04-30,1
Fantasy Shop,16666,26,16963,7,0,4,5,1,0,2022-04-28,21,0,3,2022-04-27,2022-04-30,3
SUENO,6278,55,52816,19,0,1,43,3,0,2022-04-30,7,0,3,2022-04-30,2022-04-30,0
Catch Bow,6023,16,9800,9,0,0,8,1,0,2022-04-29,5,0,2,2022-04-29,2022-04-30,1
City Shop,964,325,495775,25,0,9,162,20,8,2022-04-30,321,0,7,2022-04-29,2022-04-30,1
Styles Bay,13963,34,49177,8,0,1,19,2,0,2022-04-30,56,0,3,2022-04-30,2022-04-30,0
Nandonik,58780,4,980,4,0,0,2,0,0,2022-04-30,1,0,0,2022-04-30,2022-04-30,0
FLAIR,55463,166,236148,24,0,8,16,1,0,2022-04-29,191,0,9,2022-04-30,2022-04-30,0
Alibaba BD international,41732,148,183160,20,0,2,46,10,2,2022-04-27,92,0,11,2022-04-30,2022-04-30,0
Tamanna shop bd,6226,123,132682,23,0,2,74,5,2,2022-04-26,39,0,7,2022-04-29,2022-04-30,1
lovebirdsbd.com,49222,27,75861,13,0,0,0,1,14,2022-04-25,31,0,2,2022-04-25,2022-04-30,5
Somriddhi,18373,6,4568,4,0,0,4,0,0,2022-04-30,1,0,7,2022-04-28,2022-04-30,2
Sei Rongh,30555,19,29362,11,0,2,7,0,1,2022-04-29,11,0,19,2022-04-30,2022-04-30,0
Zewar Elegance by Aditi,7011,17,40017,9,0,0,10,1,0,2022-04-30,53,0,3,2022-04-30,2022-04-30,0
SAILS LIMITED,8023,260,588558,19,0,13,135,14,8,2022-04-30,93,0,2,2022-04-30,2022-04-30,0
Nusrat Fashion & Beauties,62749,4,5890,4,0,0,3,0,0,2022-04-30,15,0,1,2022-04-30,2022-04-30,0
M/S ALAM&BROTHERS(CTG),9757,6,16230,5,0,0,2,1,0,2022-04-25,2,0,1,2022-04-27,2022-04-30,3
Sofa Cover Solution's,52170,33,106127,15,0,0,3,1,0,2022-04-29,26,0,8,2022-04-30,2022-04-30,0
